Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.1470          -6.0595      -8.2291       2.1696   373.0
3.1480          -6.0394      -8.2289       2.1895   376.4
3.1490          -6.0471      -8.2284       2.1813   375.0
3.1500          -6.0398      -8.2276       2.1879   376.1
3.1510          -6.0387      -8.2269       2.1881   376.2
3.1520          -6.0176      -8.2263       2.2086   379.7
3.1530          -6.0058      -8.2255       2.2197   381.6
3.1540          -6.0105      -8.2249       2.2145   380.7
3.1550          -6.0092      -8.2246       2.2155   380.9
3.1560          -6.0283      -8.2247       2.1965   377.6
3.1570          -6.0051      -8.2252       2.2201   381.7
3.1580          -6.0146      -8.2260       2.2114   380.2
3.1590          -5.9975      -8.2269       2.2294   383.3
3.1600          -6.0035      -8.2280       2.2245   382.4
3.1610          -5.9684      -8.2295       2.2611   388.7
3.1620          -5.9470      -8.2316       2.2846   392.8
3.1630          -5.9849      -8.2340       2.2491   386.7
3.1640          -5.9777      -8.2369       2.2592   388.4
3.1650          -5.9787      -8.2402       2.2615   388.8
3.1660          -5.9704      -8.2436       2.2732   390.8
3.1670          -5.9832      -8.2476       2.2644   389.3
3.1680          -5.9801      -8.2520       2.2720   390.6
3.1690          -6.0131      -8.2569       2.2437   385.7
3.1700          -6.0239      -8.2620       2.2381   384.8
3.1710          -6.0158      -8.2674       2.2516   387.1
3.1720          -6.0183      -8.2731       2.2548   387.6
3.1730          -6.0367      -8.2796       2.2429   385.6
3.1740          -6.0427      -8.2866       2.2439   385.8
3.1750          -6.0142      -8.2936       2.2794   391.9
3.1760          -6.0407      -8.3009       2.2602   388.6
3.1770          -6.0398      -8.3086       2.2687   390.0
3.1780          -6.0471      -8.3165       2.2694   390.2
3.1790          -6.0627      -8.3244       2.2617   388.8
3.1800          -6.0521      -8.3325       2.2803   392.0
3.1810          -6.0321      -8.3411       2.3090   397.0
3.1820          -6.0372      -8.3502       2.3130   397.7
3.1830          -6.0422      -8.3595       2.3173   398.4
3.1840          -6.0407      -8.3689       2.3282   400.3
3.1850          -6.0524      -8.3779       2.3254   399.8
3.1860          -6.0666      -8.3869       2.3202   398.9
3.1870          -6.0489      -8.3961       2.3471   403.5
3.1880          -6.0423      -8.4056       2.3633   406.3
3.1890          -5.9946      -8.4150       2.4205   416.1
3.1900          -6.0191      -8.4246       2.4055   413.6
3.1910          -5.9908      -8.4344       2.4436   420.1
3.1920          -6.0329      -8.4440       2.4111   414.5
3.1930          -6.0587      -8.4534       2.3947   411.7
3.1940          -6.0230      -8.4624       2.4394   419.4
3.1950          -6.0162      -8.4710       2.4549   422.0
3.1960          -6.0163      -8.4795       2.4632   423.5
3.1970          -6.0183      -8.4876       2.4693   424.5
3.1980          -6.0209      -8.4953       2.4744   425.4
3.1990          -6.0545      -8.5026       2.4481   420.9
3.2000          -6.0484      -8.5095       2.4611   423.1
3.2010          -6.0437      -8.5163       2.4726   425.1
3.2020          -6.0228      -8.5226       2.4998   429.8
3.2030          -5.9927      -8.5283       2.5355   435.9
3.2040          -5.9632      -8.5330       2.5698   441.8
3.2050          -6.0020      -8.5373       2.5353   435.9
3.2060          -6.0021      -8.5413       2.5392   436.5
3.2070          -5.9978      -8.5450       2.5471   437.9
3.2080          -5.9956      -8.5484       2.5527   438.9
3.2090          -6.0060      -8.5514       2.5453   437.6
3.2100          -5.9939      -8.5538       2.5599   440.1
3.2110          -6.0009      -8.5560       2.5551   439.3
3.2120          -5.9512      -8.5576       2.6064   448.1
3.2130          -5.9621      -8.5589       2.5968   446.4
3.2140          -5.9569      -8.5596       2.6028   447.5
3.2150          -5.9848      -8.5599       2.5751   442.7
3.2160          -6.0076      -8.5597       2.5522   438.8
3.2170          -6.0131      -8.5590       2.5459   437.7
3.2180          -6.0042      -8.5581       2.5539   439.1
3.2190          -5.9864      -8.5566       2.5702   441.9
3.2200          -6.0291      -8.5546       2.5256   434.2
3.2210          -6.0396      -8.5522       2.5126   432.0
3.2220          -6.0407      -8.5489       2.5082   431.2
3.2230          -6.0234      -8.5450       2.5217   433.5
3.2240          -6.0192      -8.5407       2.5215   433.5
3.2250          -6.0537      -8.5361       2.4824   426.8
3.2260          -6.0643      -8.5312       2.4669   424.1
3.2270          -6.0704      -8.5261       2.4557   422.2
3.2280          -6.0655      -8.5209       2.4554   422.1
3.2290          -6.0191      -8.5155       2.4964   429.2
3.2300          -6.0364      -8.5099       2.4736   425.3
3.2310          -6.0252      -8.5043       2.4791   426.2
3.2320          -6.0375      -8.4984       2.4609   423.1
3.2330          -6.0336      -8.4922       2.4586   422.7
3.2340          -6.0565      -8.4857       2.4293   417.6
3.2350          -6.0681      -8.4791       2.4111   414.5
3.2360          -6.0658      -8.4726       2.4068   413.8
3.2370          -6.0585      -8.4655       2.4071   413.8
3.2380          -6.0383      -8.4583       2.4200   416.0
3.2390          -6.0282      -8.4512       2.4230   416.6
3.2400          -5.9986      -8.4440       2.4453   420.4
3.2410          -5.9694      -8.4371       2.4677   424.2
3.2420          -5.9648      -8.4304       2.4656   423.9
3.2430          -5.9728      -8.4239       2.4511   421.4
3.2440          -5.9782      -8.4172       2.4391   419.3
3.2450          -6.0083      -8.4105       2.4023   413.0
3.2460          -6.0132      -8.4038       2.3906   411.0
3.2470          -6.0191      -8.3970       2.3778   408.8
3.2480          -6.0155      -8.3901       2.3746   408.2
3.2490          -6.0167      -8.3833       2.3667   406.9
3.2500          -6.0313      -8.3765       2.3453   403.2
3.2510          -6.0251      -8.3698       2.3447   403.1
3.2520          -6.0190      -8.3630       2.3440   403.0
3.2530          -6.0123      -8.3560       2.3438   402.9
3.2540          -6.0050      -8.3493       2.3443   403.0
3.2550          -5.9991      -8.3427       2.3436   402.9
3.2560          -5.9978      -8.3361       2.3383   402.0
3.2570          -6.0306      -8.3296       2.2990   395.2
3.2580          -6.0154      -8.3232       2.3078   396.8
3.2590          -6.0171      -8.3170       2.2999   395.4
3.2600          -6.0051      -8.3107       2.3057   396.4
3.2610          -6.0088      -8.3044       2.2956   394.7
3.2620          -6.0282      -8.2979       2.2697   390.2
3.2630          -6.0426      -8.2914       2.2488   386.6
3.2640          -6.0367      -8.2851       2.2484   386.5
3.2650          -6.0248      -8.2788       2.2540   387.5
3.2660          -6.0222      -8.2724       2.2502   386.9
3.2670          -6.0104      -8.2661       2.2558   387.8
3.2680          -6.0089      -8.2598       2.2508   387.0
3.2690          -6.0240      -8.2532       2.2292   383.2
3.2700          -6.0247      -8.2468       2.2221   382.0
3.2710          -6.0403      -8.2410       2.2007   378.3
3.2720          -6.0241      -8.2354       2.2113   380.2
3.2730          -6.0382      -8.2302       2.1920   376.9
3.2740          -6.0337      -8.2253       2.1916   376.8
3.2750          -6.0453      -8.2204       2.1751   373.9
3.2760          -6.0497      -8.2155       2.1659   372.4
3.2770          -6.0339      -8.2106       2.1768   374.2
3.2780          -6.0475      -8.2057       2.1581   371.0
3.2790          -6.0390      -8.2007       2.1617   371.6
3.2800          -6.0314      -8.1956       2.1642   372.1
3.2810          -6.0340      -8.1907       2.1567   370.8
3.2820          -6.0281      -8.1860       2.1580   371.0
3.2830          -6.0305      -8.1815       2.1511   369.8
3.2840          -6.0012      -8.1772       2.1759   374.1
3.2850          -5.9932      -8.1728       2.1796   374.7
3.2860          -6.0149      -8.1686       2.1537   370.3
3.2870          -5.9978      -8.1645       2.1667   372.5
3.2880          -6.0041      -8.1604       2.1564   370.7
3.2890          -5.9778      -8.1565       2.1787   374.6
3.2900          -5.9786      -8.1523       2.1737   373.7
3.2910          -5.9802      -8.1483       2.1682   372.7
3.2920          -5.9881      -8.1445       2.1564   370.7
3.2930          -5.9836      -8.1405       2.1569   370.8
3.2940          -5.9570      -8.1363       2.1792   374.7
3.2950          -5.9699      -8.1320       2.1621   371.7
3.2960          -5.9672      -8.1274       2.1603   371.4
3.2970          -5.9869      -8.1228       2.1359   367.2
3.2980          -6.0055      -8.1183       2.1128   363.2
3.2990          -6.0256      -8.1136       2.0881   359.0
3.3000          -6.0504      -8.1090       2.0586   353.9
3.3010          -6.0297      -8.1045       2.0748   356.7
3.3020          -6.0318      -8.0996       2.0678   355.5
3.3030          -6.0075      -8.0946       2.0870   358.8
3.3040          -6.0015      -8.0894       2.0879   358.9
3.3050          -6.0102      -8.0845       2.0743   356.6
3.3060          -6.0257      -8.0793       2.0536   353.1
3.3070          -6.0488      -8.0744       2.0256   348.2
3.3080          -6.0570      -8.0699       2.0129   346.1
3.3090          -6.0476      -8.0652       2.0176   346.9
3.3100          -6.0651      -8.0605       1.9954   343.0
3.3110          -6.0833      -8.0560       1.9727   339.1
3.3120          -6.0763      -8.0518       1.9755   339.6
3.3130          -6.0665      -8.0479       1.9814   340.6
3.3140          -6.0677      -8.0443       1.9766   339.8
3.3150          -6.0575      -8.0412       1.9837   341.0
3.3160          -6.0649      -8.0386       1.9737   339.3
3.3170          -6.0915      -8.0366       1.9451   334.4
3.3180          -6.0989      -8.0349       1.9360   332.8
3.3190          -6.0805      -8.0335       1.9530   335.8
3.3200          -6.0803      -8.0323       1.9520   335.6
3.3210          -6.0762      -8.0311       1.9548   336.1
3.3220          -6.0772      -8.0299       1.9527   335.7
3.3230          -6.0598      -8.0293       1.9695   338.6
3.3240          -6.0305      -8.0292       1.9986   343.6
3.3250          -6.0278      -8.0293       2.0015   344.1
3.3260          -6.0276      -8.0295       2.0020   344.2
3.3270          -6.0257      -8.0300       2.0042   344.6
3.3280          -6.0379      -8.0306       1.9927   342.6
3.3290          -6.0168      -8.0315       2.0147   346.4
3.3300          -6.0328      -8.0325       1.9997   343.8
3.3310          -6.0458      -8.0340       1.9882   341.8
3.3320          -6.0660      -8.0351       1.9691   338.5
3.3330          -6.0528      -8.0361       1.9833   341.0
3.3340          -6.0632      -8.0372       1.9740   339.4
3.3350          -6.0606      -8.0380       1.9774   339.9
3.3360          -6.0740      -8.0389       1.9649   337.8
3.3370          -6.0751      -8.0398       1.9646   337.8
3.3380          -6.0721      -8.0408       1.9686   338.4
3.3390          -6.0864      -8.0418       1.9554   336.2
3.3400          -6.0831      -8.0434       1.9603   337.0
3.3410          -6.0979      -8.0447       1.9469   334.7
3.3420          -6.1037      -8.0456       1.9420   333.9
3.3430          -6.0966      -8.0464       1.9498   335.2
3.3440          -6.1009      -8.0468       1.9458   334.5
3.3450          -6.1120      -8.0470       1.9350   332.7
3.3460          -6.1162      -8.0470       1.9308   331.9
3.3470          -6.1058      -8.0470       1.9412   333.7
3.3480          -6.1214      -8.0467       1.9253   331.0
3.3490          -6.0848      -8.0461       1.9612   337.2
3.3500          -6.0840      -8.0454       1.9614   337.2
3.3510          -6.0722      -8.0447       1.9725   339.1
3.3520          -6.0778      -8.0438       1.9659   338.0
3.3530          -6.0652      -8.0430       1.9779   340.0
3.3540          -6.0626      -8.0423       1.9797   340.3
3.3550          -6.0774      -8.0417       1.9643   337.7
3.3560          -6.0880      -8.0418       1.9538   335.9
3.3570          -6.0909      -8.0423       1.9515   335.5
3.3580          -6.0878      -8.0434       1.9556   336.2
3.3590          -6.0760      -8.0451       1.9691   338.5
3.3600          -6.0781      -8.0470       1.9689   338.5
3.3610          -6.0513      -8.0493       1.9980   343.5
3.3620          -6.0146      -8.0522       2.0376   350.3
3.3630          -5.9993      -8.0554       2.0561   353.5
3.3640          -5.9904      -8.0589       2.0686   355.6
3.3650          -6.0073      -8.0623       2.0551   353.3
3.3660          -6.0201      -8.0663       2.0462   351.8
3.3670          -6.0294      -8.0707       2.0412   350.9
3.3680          -6.0392      -8.0753       2.0361   350.0
3.3690          -6.0411      -8.0804       2.0393   350.6
3.3700          -6.0385      -8.0861       2.0476   352.0
3.3710          -6.0383      -8.0930       2.0547   353.2
3.3720          -6.0291      -8.1008       2.0717   356.2
